Drug_ID,Predicted_Score
859768,0.00218887
848766,0.003744172
3711368,0.002264099
17513418,0.002993
14735402,0.00817136
7973289,0.0062496522
14730187,0.005055056
857756,0.006032027
22401476,0.033597812
846014,0.0011319747
4265654,0.011897173
24794432,0.0042323414
24798734,0.0056113373
4242571,0.004522505
7969007,0.009259293
14720645,0.0033979812
24786310,0.022870922
14721942,0.008602627
24835414,0.004609465
22415603,0.021426346
11113856,0.0029698508
856892,0.0025687793
850454,0.04353466
26729975,0.0025473298
857498,0.0010581057
4238169,0.002233898
14744941,0.0022512763
14729260,0.0011854419
7971020,0.0049115196
24831348,0.007651643
24828192,0.0013906005
24825171,0.001553148
24797752,0.00335157
17509529,0.0036485465
11532974,0.013852597
7978412,0.0055117696
24794095,0.01067865
26729861,0.023932662
7964749,0.007923576
17431986,0.01040281
17414221,0.05099882
3715335,0.0012847297
24781017,0.0010338288
17515089,0.008410396
14726885,0.0015520061
26755950,0.036252454
24803667,0.0027155846
17385187,0.0052429885
24802064,0.0097626755
26665503,0.0010617509
4245955,0.15405813
865879,0.023115067
7978001,0.02155014
7964725,0.0016812226
17415539,0.011467744
22410136,0.0032421597
4247619,0.0038043514
7970729,0.0027622331
24801434,0.009699982
17409125,0.043534625
17510167,0.012003035
24789007,0.00692062
22413733,0.030601827
7974307,0.0014933228
4246016,0.010454341
14729727,0.0011220591
22403722,0.0022394378
24781037,0.0010983151
14723363,0.00086415565
24826163,0.0009819351
14733042,0.0040544057
50110490,0.0007061441
14721935,0.031804763
26752436,0.03446032
14725941,0.00061657745
24818803,0.0068409326
24819797,0.0054281484
24808461,0.0013783291
4240231,0.0031572734
4239832,0.0110866325
17386914,0.0028045774
24821482,0.0005327369
17505205,0.0032464527
24799187,0.0022922144
845067,0.0007431195
14725130,0.003617316
22407896,0.0030260351
4241144,0.000664478
24792073,0.0022440837
7977135,0.0023929237
17409625,0.01650371
24818092,0.0026618822
22402038,0.005301996
17386832,0.020428821
17434156,0.047331896
24837144,0.04406503
3714802,0.027683444
24802417,0.003197437
24837690,0.007055078
14739273,0.016644657
4251180,0.008165041
24813831,0.0073977704
14744086,0.0016393338
17512542,0.011463327
4243976,0.0019601423
4242651,0.007075852
24828967,0.009364026
24799866,0.007837502
14726865,0.0029582276
24808398,0.006998813
855846,0.0057843085
24819022,0.004227171
26658062,0.0024946658
4261777,0.005686972
24808574,0.004767635
4262674,0.0024929128
17513414,0.0056750933
4248937,0.0027985133
17416326,0.029965091
7974663,0.003778681
3712252,0.007260169
24808740,0.047793303
24814099,0.005308767
14736208,0.01928604
11113682,0.0013503323
4243354,0.004028996
24808502,0.0029639604
844704,0.008875989
845515,0.0023420213
24813201,0.0008320038
24831558,0.0009892116
4262395,0.0034443259
24841201,0.0027280373
17415802,0.0012350401
7970576,0.0010844044
4265583,0.003063136
17388614,0.0054934593
24799306,0.0022181177
14745706,0.0025036298
14730792,0.0077439756
17517380,0.0061421054
26747143,0.0015052605
855917,0.0024986085
24807263,0.004450148
24822075,0.027493402
4239160,0.010170027
22406429,0.006991066
4256056,0.01718232
7977556,0.0008198005
4256904,0.0049872864
22412789,0.00072154385
22406766,0.0063844416
4257205,0.004349558
858027,0.055276133
4259865,0.00076335674
22401409,0.0016424967
22414633,0.007852538
862520,0.0055226423
863763,0.0046214983
24828414,0.0011955445
4238752,0.0049274764
3716031,0.0015670799
14745230,0.0063732956
22406685,0.036620554
24806777,0.0015468474
22411296,0.012896954
24790377,0.0058413236
24789471,0.034540527
14740860,0.021055939
4241706,0.008287824
24795309,0.006504849
14730508,0.0074765356
26730232,0.07193472
24782950,0.0060515935
11112193,0.0041526966
24821879,0.007435781
4256352,0.04033125
4261624,0.006400503
24799416,0.00916285
24810273,0.004996338
14731868,0.00080872956
24828279,0.0055472595
4245786,0.017667795
24830968,0.0035050705
26748316,0.0014978205
24826959,0.0009481027
17402647,0.0028750724
24820860,0.0010416937
24818115,0.0040529696
4251530,0.0030836307
3714232,0.00597912
14744797,0.002055931
856195,0.0015872334
17513550,0.0038069873
17385422,0.0008947175
7970555,0.03141009
24800415,0.0026687612
7968904,0.0051234835
847078,0.003433273
24796849,0.0134946015
24836295,0.0053422125
24782965,0.0058322637
3715836,0.004621545
7966157,0.00939157
17409470,0.010253764
14720591,0.08910529
14740654,0.001671829
24829978,0.0013064259
24819511,0.005034143
4255247,0.016191231
22403088,0.0018588365
14723440,0.0013405152
843935,0.0032477737
24801178,0.0044670207
862268,0.002528516
14741203,0.004979006
7965201,0.0025926323
843370,0.008411557
7974298,0.0052009383
17432156,0.008555196
14744341,0.0049147136
17433393,0.0035172915
3717054,0.0008901483
14739562,0.0015500638
17413084,0.0012495553
843254,0.0035069797
7976325,0.0010330722
846809,0.008263246
4245303,0.044154204
856447,0.0058637564
852882,0.0014955999
22415473,0.010745249
24796464,0.0050089387
22402048,0.0048877215
11113342,0.0015914191
17414775,0.0019786186
24817998,0.007495635
24824987,0.0035275964
22408709,0.015217364
24789700,0.0020306471
24786387,0.0016993184
22406452,0.00603263
24829890,0.042987477
7974929,0.0145051405
7973313,0.0019844302
14724066,0.0015945111
17432222,0.031800102
863743,0.015711857
851719,0.0029769414
24815313,0.0013627686
865076,0.0044182776
14723176,0.008687612
14746862,0.012038174
14735316,0.0060042473
7968730,0.010078282
24790494,0.0042368528
4245244,0.008381191
3713619,0.048219547
3715986,0.06597736
24797936,0.0014966661
24837962,0.0030295572
24795959,0.012508734
14727795,0.020087697
4246424,0.007736739
17415885,0.012599612
861202,0.0018218646
24786061,0.004297366
26747862,0.0023798132
24806078,0.0026106567
24795652,0.0017948622
4248272,0.008707177
14726164,0.07132586
14727074,0.02466459
844232,0.015713345
17506174,0.003682174
24811243,0.016562773
860812,0.0055366457
24802737,0.0013151547
17515599,0.0032050358
7973791,0.013476686
848635,0.03959775
22413845,0.015580386
17433872,0.025493952
856332,0.0015145001
24821671,0.00704804
11113555,0.002813057
26666581,0.0036228283
14741336,0.0032542371
24794492,0.005117425
7978020,0.000700025
24835352,0.024209116
11113873,0.012405189
7976055,0.007460206
14742858,0.035796937
17510782,0.003026625
24707794,0.0018287863
24812150,0.0024724926
847356,0.0035009903
24805493,0.0012195883
14723386,0.018917166
7972106,0.0025431472
7976508,0.0007980061
24794118,0.028560884
24833443,0.021821272
11112708,0.0017542145
24808789,0.013345814
24818127,0.0029395141
863994,0.0014384695
14737115,0.009710406
24831536,0.0035681159
14730220,0.00466055
24816940,0.00067870645
24831304,0.0032110035
24792482,0.0070474427
22411117,0.0028227821
17408792,0.0048323786
50108945,0.001360991
22402973,0.0030475364
17416131,0.54011905
17513016,0.0018894118
860925,0.008144149
26731280,0.01747147
14736592,0.014067878
864801,0.021585116
24779605,0.010027918
17385779,0.006082055
17506676,0.016578082
24781319,0.0015727227
24837943,0.037739865
17406756,0.0041162698
24809551,0.0050505246
24779435,0.0052770847
14728138,0.0074222437
24829923,0.01006593
24821716,0.016176024
17509696,0.000708934
24793664,0.0075449133
852735,0.004485422
24799521,0.004595715
4263700,0.0018086565
50110208,0.0047200737
3713951,0.0015530454
4245696,0.004113733
14730763,0.0046669426
3715306,0.0021368412
14722520,0.027695838
24791945,0.042998295
24796817,0.0013425741
14746808,0.004710914
24782799,0.0051536644
7964644,0.001530775
17388613,0.0051536174
14743939,0.0046806294
24802789,0.0016970517
14732217,0.0024507653
7966178,0.013570259
7965791,0.013366984
26750845,0.0013249677
7975468,0.0061018206
848498,0.0023999307
50109517,0.0021371932
14733450,0.0078481035
24788668,0.009667965
22415199,0.008062087
17411594,0.017646836
24804884,0.21799974
851039,0.0027460796
17407603,0.00461404
14721449,0.0034492218
3713110,0.012181589
26749625,0.0021977506
24779551,0.0013997956
4258269,0.0029306223
4257742,0.0029273524
862711,0.011012095
22414278,0.0032376111
24795901,0.0016832559
24785106,0.007364319
17432304,0.0135213705
17410504,0.014018395
24836253,0.013954627
842122,0.023481866
7970198,0.015886499
24834041,0.064532444
14741025,0.0013415976
4256565,0.030146401
3714026,0.0028431315
17507914,0.00477146
4250282,0.004047868
24800726,0.0010726741
16953086,0.00364632
4241442,0.058609698
17412977,0.06819699
4246577,0.0023499385
857418,0.0038036776
4264799,0.02090013
14730809,0.0009336758
24837713,0.015278961
14734043,0.0077950647
862183,0.002821471
4262229,0.0016635006
24796600,0.003621066
50109555,0.0011968442
22402146,0.09499995
24817554,0.0026296736
17387834,0.0006959567
14736117,0.016546533
24809127,0.0034157578
16952863,0.0012574915
14744456,0.0034900233
14728426,0.022198355
24786978,0.0036767686
24810458,0.007630542
7968936,0.004332761
24808223,0.028155798
848866,0.00855954
50108184,0.012945328
14746344,0.0030838973
14733202,0.024413874
4260441,0.023526477
26751006,0.0029553515
17387483,0.0014681638
860694,0.014931585
24803716,0.003066367
845526,0.0030875031
4244330,0.003323914
24803499,0.008663482
4247793,0.003313356
22409580,0.008811047
22417011,0.00075395475
24799617,0.00659524
4255128,0.0008261864
24820258,0.002825329
4261109,0.009932681
24833138,0.0019224553
14740039,0.0008584171
24818224,0.019582229
24794679,0.0061403476
24818391,0.0012446127
24836767,0.011800392
24804858,0.0010806827
3714924,0.010191983
14742016,0.0030441543
3711425,0.008991107
17433556,0.016725935
24832972,0.0037934717
26747495,0.0013557993
14735130,0.008213813
22406704,0.0051529678
24834414,0.002092308
17432987,0.028250838
26753161,0.0077242367
24804470,0.0045945724
24841661,0.0063920454
4259854,0.00085020956
24831764,0.0032971043
26752779,0.0059688124
4257396,0.0033533212
845660,0.0016427744
4256781,0.03583699
24812161,0.0040168907
22410582,0.008794172
853371,0.046884455
24823727,0.029681543
852989,0.001273941
24786339,0.0037483645
22404185,0.012170681
26728663,0.0011275954
3711269,0.005271301
50105860,0.0013749041
14746566,0.006070389
16953129,0.042782012
4248245,0.0012141279
24787164,0.0011289928
17412465,0.030149553
26748842,0.0010899766
848702,0.038975958
22406616,0.059532665
845136,0.0015949135
22412863,0.0019141373
17516973,0.008012131
22409385,0.003448009
862785,0.023711147
29215485,0.0064249695
844898,0.0008398744
26754197,0.002752017
24780344,0.004309834
17409981,0.0009832237
22411855,0.0013433043
26730954,0.13513497
17409419,0.0053875437
24797257,0.00056616025
26663813,0.013797733
4265238,0.006593866
842936,0.0012191389
4250334,0.016287116
4242612,0.0050192946
842713,0.006376331
4260325,0.0054223305
26756179,0.014776643
865731,0.007228804
865894,0.011892162
3715104,0.0020849362
17412338,0.0030796053
24809822,0.0013755535
4262709,0.0019552025
17413835,0.0012632927
847270,0.0023500693
24792579,0.01488461
24814055,0.0034366322
50110544,0.0017825806
14732939,0.018779505
14746690,0.3322243
4257269,0.0048316317
4263472,0.0021523393
14746651,0.00075288926
7975517,0.007886413
24790462,0.045350216
849721,0.0067634447
7969769,0.03145649
24781452,0.002016232
24803461,0.0049793464
17414715,0.003976929
17413839,0.13445489
17415049,0.0065124775
24789994,0.00092646386
24815224,0.0011928747
848412,0.007245474
24792180,0.0012891908
24820486,0.0025906505
7973244,0.022726316
7975764,0.012115883
4265788,0.0067660706
14728964,0.004890288
4264631,0.006603749
14743469,0.0008835564
4250909,0.0057308716
14745838,0.019209264
24804008,0.008110289
4242885,0.0007234183
17515847,0.015433477
14720855,0.0122238295
4250875,0.010145336
22414850,0.0021708298
7972246,0.0048381677
847564,0.00907733
22413789,0.031115608
7966452,0.07259061
3713307,0.033605497
14740402,0.023948489
24819859,0.036531687
4250534,0.014014678
866077,0.003638176
4261678,0.0052928217
861918,0.011246687
17411333,0.0031359177
24824710,0.0066591497
17433622,0.0077182488
24805753,0.0027055643
22400848,0.00224495
17409425,0.024608215
24793453,0.0014220347
4246091,0.0028690286
24834992,0.04155323
24805828,0.0016353787
24797559,0.0024357222
859133,0.013443247
24817557,0.005624384
17507180,0.007097104
851923,0.0007631094
24790998,0.025158068
14743113,0.0030979088
852130,0.0027812715
3712051,0.0021184387
24829713,0.011561206
14731131,0.0071160733
17387147,0.03550139
24838956,0.0026323462
7978131,0.0018609832
24797200,0.0066697965
7967418,0.003216715
7974172,0.025113722
17510379,0.012721931
26731296,0.0007534939
865131,0.0028961983
4255848,0.038202483
14724902,0.0033326896
14745779,0.0033879797
24828472,0.09355309
4244523,0.024172353
862787,0.00088592776
853352,0.0016612412
24810315,0.01040331
14722464,0.0069386903
849655,0.007063685
22410260,0.016251666
846153,0.00408442
24835141,0.0016768171
14735687,0.012987527
3711498,0.0037928137
24839580,0.0024615864
50108467,0.0014933271
22414937,0.004399186
17516276,0.0019177538
7974658,0.010754073
50110080,0.016431376
24826905,0.018524587
4264107,0.0012662689
850004,0.0060310527
14738942,0.0031303805
17511185,0.0064382767
842609,0.0015214145
24804679,0.0017817086
7976642,0.0032677476
14722319,0.0008877994
50109942,0.0018959173
24784435,0.019033054
4257880,0.0023486107
858729,0.0007671437
14724645,0.002455213
4243689,0.011856545
861324,0.010097462
14738521,0.002949026
26730886,0.0025751328
24823936,0.0011701556
4247735,0.003114674
24837802,0.007484774
14736829,0.0020048202
17408657,0.0034601744
17508839,0.05439391
24789970,0.0055915234
14746022,0.0023644597
11112740,0.022985116
17505614,0.010464226
14723131,0.0010682329
24812732,0.006770864
4246992,0.0056740684
4261014,0.0028729665
17507494,0.021801908
17410036,0.008509858
3714079,0.018434836
24823264,0.0037423081
22404726,0.0029989192
17411249,0.0027918003
853095,0.0038683398
4242843,0.0048371325
4252168,0.011087223
16952867,0.0023127825
4263067,0.03151608
22416955,0.0014561865
22410881,0.017471936
17432161,0.0007201422
24826548,0.007104951
24794932,0.0026943292
17415527,0.0011066456
4264867,0.0024058027
14745204,0.003984103
24827642,0.012223363
850527,0.0006576937
860147,0.060555585
24819164,0.011525287
4264263,0.0009945385
50106697,0.0026886784
17504309,0.029146647
26756728,0.0067085763
24831340,0.00086521934
17512461,0.02224417
3715007,0.017089717
14739283,0.005749693
14736899,0.0025036286
17408298,0.0011553537
17389066,0.0010342534
24789574,0.0065663178
3714973,0.0045695878
24787027,0.19304857
4263199,0.0009937354
4237782,0.0037539422
24780307,0.010774068
24835849,0.0061340556
3716942,0.004001021
7974867,0.039104916
17505054,0.0058750864
24817812,0.007237494
24822288,0.0012232704
861919,0.0035673145
14735393,0.0008444754
4257951,0.0034762577
24830397,0.0011831643
4248035,0.00052754756
24826727,0.005474392
4257549,0.019198047
7974201,0.059449296
7964654,0.021453133
4257384,0.0015106774
17433277,0.0020549656
17512371,0.010219835
24828770,0.0027405352
24822738,0.021894613
860684,0.008999439
24826355,0.0045151887
24780548,0.009433906
17517462,0.002856644
7965810,0.011989754
14740356,0.0009856444
17433603,0.0014193734
845221,0.0065424354
14719295,0.0017837044
7964744,0.00079141656
14723864,0.009733545
24820174,0.0051535442
22400886,0.0018717492
17433193,0.005960681
24799970,0.0013889354
4241813,0.059570592
863395,0.0014455478
26753140,0.026736325
14738493,0.020759946
14745433,0.005157962
26657436,0.0036141996
855987,0.029917393
4248506,0.0037514626
24798747,0.0025298344
14719031,0.0013256175
845847,0.0016374836
26728071,0.0013611842
862078,0.0015375621
14732619,0.010018086
24818321,0.0017306331
14746773,0.05378225
24798613,0.005913925
24789935,0.032709874
17408105,0.006512132
17432476,0.0038466
24797667,0.003913834
14739006,0.0037476774
22409569,0.012290074
22411963,0.004262503
22415619,0.0059105675
17388195,0.041071955
26747829,0.0010014108
4246458,0.009881898
846321,0.01260507
14733701,0.004913902
4257089,0.0013193185
24787582,0.0046687643
22416683,0.011811028
24827782,0.0023717564
17432196,0.013826293
24783402,0.028895864
24824794,0.005673404
17507406,0.022147713
24828423,0.003062405
14722180,0.06678104
22409851,0.009043758
26658076,0.0050241407
17412073,0.08373731
24806361,0.0010675433
24804507,0.014760049
14735906,0.014119732
4251527,0.0061546834
17516632,0.0075657144
26748974,0.0074435594
7966376,0.019631824
14722288,0.0014398585
24785779,0.0118818395
4257310,0.00063530623
7966843,0.011960118
16952556,0.003085066
7968280,0.013363199
24806363,0.00054883515
24806917,0.002522751
24800173,0.0016986503
17516261,0.015467017
17505135,0.0025231338
24839321,0.016602527
22400746,0.08051322
26664181,0.04504708
17505368,0.013678415
14721311,0.6635363
17406790,0.01484232
7974188,0.14168505
24804355,0.0014507083
4254927,0.008781121
24806736,0.002320961
14728905,0.006433977
24794683,0.0018900433
4242758,0.004736742
845295,0.0024028532
17407099,0.10839139
24807171,0.008778005
22401431,0.007496891
17511801,0.0068051238
7977184,0.0065527637
866047,0.003833647
4254769,0.009814437
4237600,0.0037047826
22416852,0.004888177
14744589,0.0037043956
24820673,0.0028821484
17507232,0.033821326
7975960,0.0021861047
17413259,0.079876326
7967772,0.057067882
17509493,0.0012599097
849042,0.0037552656
24792649,0.00079319347
24792181,0.002745804
4251068,0.004725794
3715707,0.0027887046
26752602,0.0013003814
4238157,0.0035041445
861738,0.008857315
17517091,0.0024962113
17413075,0.005579012
4245396,0.0069517633
863211,0.006521665
11112964,0.0010009172
14724301,0.013960403
14745298,0.0040802415
843590,0.013527268
4265432,0.003385099
24821579,0.014150431
24834690,0.02105565
24793544,0.0029764078
22401818,0.0049646734
4242686,0.018239139
24797700,0.0014302199
852544,0.0035866823
17401770,0.00092173263
24787209,0.019383475
24800922,0.00087108003
4249680,0.0018232611
7965234,0.0119325165
24817274,0.002027588
24792880,0.0552626
22411798,0.05973383
864125,0.049666237
24797642,0.005799625
7975833,0.007991371
17389901,0.0011440095
26753286,0.0036135486
14722301,0.002417227
24824258,0.0036443747
4240701,0.004116582
4258443,0.008519818
17516656,0.00726098
50110447,0.034726225
14744134,0.002326401
17516591,0.054908935
14738586,0.0017078462
14746693,0.029589972
24791899,0.0043788096
22404904,0.008127422
14738008,0.0015815053
24794030,0.0018396447
14746025,0.0029714268
14740584,0.0025907306
22404241,0.00434198
24837263,0.064679004
17406779,0.0027705953
14727208,0.00078587787
4244690,0.0027609684
24800104,0.017404012
22413033,0.0024107378
24823106,0.0014589938
7975855,0.016354911
7970112,0.015247649
17411179,0.0050900364
4248257,0.00083777617
14725674,0.009655605
849465,0.023520473
24807165,0.0008291692
3712501,0.0012690108
22413090,0.0040898053
852800,0.0012361688
4247949,0.0047423136
50106637,0.016395519
3712291,0.0016654681
24790789,0.0012612758
4238943,0.025171043
24789274,0.011772617
22401289,0.011734106
4238162,0.001857205
4246024,0.0012205853
24800079,0.00826485
26731287,0.0073481253
865533,0.025673516
24825237,0.0042244745
50106045,0.008867737
24837770,0.009330115
17402416,0.021798436
24798537,0.0018099844
7973120,0.006233962
26662959,0.0036763514
14737616,0.0063828663
17513986,0.028653612
26657715,0.01221968
24826323,0.013893923
24797234,0.004549253
4238760,0.0015079145
24818814,0.0036013504
14740439,0.019195694
24787919,0.0025658659
847449,0.001670965
24825303,0.0038673347
22415521,0.013682481
4263840,0.00220212
24819355,0.0076616206
17513532,0.001173669
14721301,0.010713055
7976992,0.0014037216
4262542,0.0015944125
24800190,0.006861006
4260461,0.0025036074
24789645,0.018754296
7971000,0.008573756
24832760,0.005323596
7978253,0.0019087084
4243061,0.008516879
24804841,0.027770901
864600,0.002248349
22411965,0.0015273046
4260982,0.020475913
24782353,0.055553477
14736981,0.001657355
24819368,0.10021835
24795500,0.0014028464
14745377,0.012580026
24812626,0.0019408828
14744491,0.021685176
14723835,0.009708982
24804540,0.0076299105
14737212,0.00213425
4256240,0.05587518
16953707,0.003621632
843813,0.0031658828
24812474,0.016088042
24799591,0.0023834081
859750,0.055691734
24792127,0.0033547713
24820015,0.0008121376
24820688,0.0006267731
24827515,0.0051472625
14745775,0.007561534
24796777,0.004642104
24835202,0.0026606193
4255139,0.007920459
17413119,0.071680516
22407390,0.021014787
14741733,0.0021397942
24816938,0.0011905842
24808767,0.029375503
22411919,0.0014848948
7966221,0.011128938
7973901,0.04927388
17407795,0.0012756712
17505059,0.012720355
24779158,0.016569432
24800164,0.010550285
24787377,0.004948549
24830123,0.3071875
22413345,0.0006675457
26756106,0.012216934
14722975,0.0030326352
24787427,0.0017125598
4240976,0.0049070474
24823035,0.0005459129
22407574,0.0019705018
22409632,0.005378077
22404293,0.051703144
17416364,0.062083296
14733281,0.0010325296
24819885,0.00815383
11113466,0.0024459914
24829640,0.01066149
26671274,0.015464614
7972269,0.0009782462
26751304,0.002988805
24837758,0.0020899265
24803337,0.00085366616
24812495,0.0010103037
859191,0.0074646273
17509135,0.0055045392
7971838,0.036752447
24822127,0.0014462541
24790584,0.0030723526
4261608,0.0012216276
24795886,0.0035103455
14724305,0.00442568
17508946,0.018717092
24788389,0.012656652
14729520,0.004669083
24791050,0.008213997
24791100,0.002325174
17511223,0.0029799826
24824323,0.021934818
22401304,0.005581595
22411564,0.11734703
17517444,0.40653503
7966467,0.0074842568
50109027,0.012724391
4254739,0.0060926024
3711972,0.0041447356
7976158,0.09092411
24814112,0.014234464
24789674,0.0025243652
4264962,0.0029143458
24836644,0.01271672
4256149,0.0031481378
7972460,0.002389808
851267,0.0028371355
22415950,0.0053525367
24804880,0.025517914
17509676,0.008383696
845922,0.0019973523
24797068,0.001201742
14741115,0.006181119
842777,0.002125927
851076,0.01244071
24788527,0.002416792
24798799,0.010486523
22401257,0.011688387
7966892,0.0053867516
17413006,0.0011615893
861402,0.0025198741
17508177,0.04373598
22402529,0.011306204
7964592,0.0035960095
864677,0.013837408
24810674,0.004649522
3712835,0.0042241863
4242752,0.010394777
50110554,0.007743232
26754142,0.0014784167
3714666,0.0034374602
24834088,0.08140073
17410452,0.0032387222
14740815,0.004874585
4248289,0.0047671394
24826212,0.0010398384
24828728,0.01526399
863891,0.0028179449
857165,0.0030378192
24793296,0.005568166
848084,0.28159058
24779632,0.0014211006
22408602,0.04674172
17508280,0.00502528
17506322,0.011238451
17513542,0.012800283
14733092,0.0022580859
26751216,0.0056842896
17415691,0.0041169734
24835525,0.013494149
17432580,0.008787914
4249554,0.0048273783
17385827,0.005747848
17510440,0.0032699846
26751566,0.004983894
14722440,0.0019489345
3717360,0.0017319832
26665246,0.0072413594
4259463,0.0052626417
7964774,0.0037678136
17386286,0.00301144
17507871,0.011728224
26727208,0.003528119
24816192,0.009308083
24708112,0.008462611
4255307,0.0016713963
24781608,0.010824007
4247939,0.0024222145
16952926,0.0020691906
4247650,0.0031573724
17411452,0.005206954
26749609,0.002752412
24802309,0.0021765158
4256803,0.002912307
24830098,0.0056653777
865919,0.008715017
24805987,0.008910673
858239,0.0011259029
24808934,0.0028982812
24826297,0.0005969418
26756497,0.0032841521
845899,0.009890888
17433510,0.0041960883
24825333,0.0042602792
24780799,0.0016319739
24786583,0.006469102
4250019,0.006542974
24783646,0.0054744435
24797999,0.011671136
17387247,0.0049285754
17388709,0.00029445672
7971507,0.0012851153
24792543,0.0014036121
24790843,0.0026584386
856100,0.001845634
857521,0.0012756962
7973177,0.0039520143
7974553,0.002527686
16953402,0.006566255
24836602,0.0034398066
17409492,0.0020955505
22405481,0.0066988035
17409387,0.0011282477
24780272,0.0016783735
