255000,5,2.25,2060,8632,3,7,1030,1962,1010,11680
438000,3,1.75,1780,9660,3,7,1780,1962,1200,9660
900000,3,2.5,3400,16603,3,10,3400,2000,3400,12601
441000,3,2.75,1910,7280,3,7,1160,1979,1710,8152
420000,3,2,2020,38332,4,7,1010,1975,2110,36590
370000,3,1.75,1580,7000,3,7,1180,1976,1640,7500
269950,2,1.75,1340,7250,5,5,700,1949,1830,9750
807100,4,2.5,2680,4499,3,9,2680,1999,2920,4500
653000,3,2.5,2680,9750,4,8,1610,1979,2480,8750
371500,3,2,1370,8336,5,7,1370,1964,1770,7288
284000,3,1.75,1560,21000,3,7,1560,1954,1070,7920
272000,3,1.75,2160,7140,4,7,1670,1978,1930,7350
313000,3,1.5,1340,7912,3,7,1340,1955,1480,7940
917500,4,2.5,3880,35003,3,10,2570,1984,3740,35230
673000,4,2.25,2590,8190,4,8,2590,1980,2260,8335
425000,3,2.5,1120,1100,3,8,820,2008,1590,1795
399950,5,2.75,1970,5400,3,7,1320,1986,1280,2150
385000,3,1,1220,4800,3,6,1220,1901,1200,4800
269950,3,1.5,1950,7560,4,7,1320,1975,1950,8941
330000,2,1,1350,8220,3,7,1060,1949,1540,8280
260000,3,2.5,1670,5797,3,7,1670,1988,1670,6183
470000,4,3,2380,5125,4,7,1680,1925,1410,5375
589000,4,3,2440,9600,5,7,2440,1961,2290,9600
163500,2,1.5,1050,3419,3,7,1050,1996,1050,3417
835000,4,2.75,3130,13412,3,9,2140,1993,2260,9984
1.095e+006,5,3,4090,12850,4,10,2090,1986,2540,10270
269000,4,1.75,1490,10000,4,8,1100,1969,2190,8910
560000,3,2.5,1900,8744,3,8,1900,1987,2030,8744
615000,4,1,1330,2400,4,6,1330,1901,1330,4400
585188,3,2.25,2230,10026,3,8,1430,1975,2230,9340
305000,3,1.75,1650,9480,3,7,1220,1977,1540,8400
166950,3,1,1190,8820,3,6,1190,1959,1230,7980
799000,3,2.5,2140,9897,4,8,2140,1959,2680,10083
400000,3,2.5,2180,7508,4,7,1420,1962,1900,7818
230000,3,1,1060,10228,3,7,1060,1948,1570,10228
256883,3,2.5,1690,5025,3,8,1690,2003,2550,5001
423000,4,2,1970,6480,5,7,1130,1920,1500,6480
465000,3,2.5,2150,4084,3,8,2150,2007,1750,2385
440000,3,2.5,1910,66211,3,7,1910,1997,2330,67268
385000,3,1.75,1350,155073,4,7,1350,1969,1560,50965
210000,3,1,860,11725,4,6,860,1943,1300,9514
297000,3,2.5,1940,14952,3,8,1940,1994,2030,10450
470000,3,1,1010,5000,3,7,1010,1952,1680,5000
226500,3,1.5,1300,7370,4,7,900,1976,1430,7500
274250,3,1,910,8450,4,6,910,1962,1400,8040
840000,4,1.75,2480,11010,4,9,1630,1966,2770,10744
677900,3,2.5,2440,4587,3,8,2440,2010,2750,4587
425000,3,1,1010,5864,3,7,1010,1915,1290,5000
180250,2,0.75,900,9600,3,6,900,1941,1250,14280
464000,6,3,2300,3404,3,7,1600,1920,1560,1312
320000,4,2.25,1550,7579,3,8,1550,1993,1630,6397
625504,3,2.25,1270,1566,3,8,1060,2014,1160,1327
592500,4,2.5,2240,12032,3,9,2240,1983,2520,12368
465000,3,2.5,2714,17936,3,9,2714,2005,2590,18386
477000,4,2.75,1720,6270,3,8,1720,1978,2130,8700
280000,2,1,850,16400,3,6,850,1923,1100,14459
1.505e+006,5,3,3300,33474,3,9,1870,1957,3836,20953
445838,3,2.5,2250,5692,3,8,2250,2000,1320,5390
1.072e+006,2,2.25,3900,14864,3,8,1950,1947,2580,5184
467000,2,1.5,1320,10800,4,8,1320,1947,2120,12040
686000,4,2.5,2760,6440,3,10,2760,1999,3070,8127
279950,3,2,1750,9750,3,7,1350,1961,1900,10125
527000,4,2.25,2330,19436,3,8,2330,1987,1910,10055
325000,3,2.25,2220,16020,4,8,1780,1966,2080,9583
328000,3,2.25,2020,8379,3,7,2020,1994,2020,8031
390000,3,2.25,1250,7500,5,7,1250,1942,1280,7392
479950,2,2,1510,6516,3,8,1510,2005,1640,6009
264950,4,2.25,1720,9753,4,7,1120,1978,1510,9753
235000,3,1,1430,15246,4,7,980,1961,1960,13068
516500,3,2.5,1480,4729,3,7,1480,2004,2250,4729
655000,2,1.75,1450,15798,3,7,1230,1915,2030,13193
500000,4,2.75,2280,15347,5,7,2280,1960,2280,15347
315000,6,2.75,2940,7350,3,8,1780,1978,2120,8236
213000,2,1,1000,10200,3,6,1000,1961,1150,13702
475000,3,1.5,2480,5280,5,7,1620,1947,2090,4800
1.025e+006,5,4,3760,28040,3,10,3760,1983,3430,35096
416000,3,2,2220,94300,5,7,1640,1976,2070,80100
410000,4,1,1970,4740,3,7,1670,1904,1510,4740
800000,3,3.5,3830,221284,3,10,3530,1993,2920,148539
472000,6,2.5,4410,14034,4,9,2350,1965,2600,13988
225000,3,1.75,1430,8505,4,7,1430,1968,1190,8640
210000,2,1,830,6000,3,6,830,1940,830,4960
455000,2,1,1430,5000,2,7,1430,1925,1450,3750
225000,3,1,1300,8316,4,6,1300,1954,1260,8316
480000,2,1,1030,3060,4,7,790,1918,1390,3060
363000,3,2.5,2740,11872,3,9,2740,1990,2570,10377
2.4e+006,4,2.5,3650,8354,3,9,1830,2000,3120,18841
181000,2,1.5,720,5120,3,6,720,1954,1150,2566
250000,4,2,2010,7312,4,7,2010,1976,2010,7650
481000,3,1.75,1560,3000,4,6,770,1918,1390,3000
260000,3,2,1810,7209,4,7,1240,1978,1750,7209
455000,4,2.5,3360,7685,3,9,3360,2001,3060,6567
415000,3,2.25,1510,36224,3,8,1510,1991,1730,36224
349500,3,1,1400,3538,3,7,800,1953,1620,6331
245000,3,2.5,1730,7442,3,7,1730,1987,1630,6458
592500,2,2,1420,9191,5,7,1420,1928,1420,6816
385000,4,1.75,2360,7620,4,7,1180,1955,1910,7620
315000,3,1.75,1580,11455,4,7,1200,1974,1550,10650
255000,3,1,1230,10170,3,7,1230,1979,1380,10098
693000,4,2.5,2460,4425,3,8,2460,2006,2990,5659
780000,3,1,1660,4400,3,8,1460,1911,1660,4400
237000,3,1.75,1270,8470,4,7,1270,1960,1600,8470
525000,3,2.25,2100,40510,3,10,1320,1979,2380,33450
425000,2,1,770,5040,3,5,770,1930,1330,2580
369900,1,0.75,760,10079,5,5,760,1936,1230,14267
290000,4,2.5,1700,7280,4,7,1700,1988,1950,7475
285000,3,1,1120,10701,3,7,1120,1954,1130,6350
415000,2,1,1070,4500,3,7,1070,1937,1320,4465
272500,3,2.5,2070,9900,3,8,1420,1979,2070,8250
2.9e+006,4,3.25,5050,20100,3,11,4750,1982,3890,20060
1.365e+006,4,4.75,5310,57346,4,11,5310,1989,4180,47443
436000,2,1,1040,7538,4,7,1040,1939,1440,7530
210000,3,1,1700,11390,4,7,1700,1967,1350,8164
236000,3,1,1300,5898,3,7,1300,1961,1320,7619
331000,3,1.75,1080,1306,3,7,580,1954,1440,2225
365000,3,2.5,2653,4510,3,8,2653,2006,2653,4927
450000,3,2,2290,16258,5,8,2290,1960,1660,10530
770000,4,2.75,3820,26300,3,9,2850,2014,1860,12136
455000,4,2.5,2210,49375,3,8,2210,1997,2670,49385
405000,3,1.75,2390,6000,3,6,1240,1908,2020,6000
304900,4,1.75,2600,11325,4,7,1610,1969,1720,11088
170000,2,1,860,5265,3,6,860,1931,1650,8775
2.05e+006,5,3,3830,8480,5,9,2630,1905,3050,7556
780000,4,2.5,3500,7048,3,9,3500,2005,3920,7864
330000,3,3,2420,13959,4,8,1740,1988,2570,13300
370000,4,2.5,2720,8666,3,9,2720,1992,2410,8100
467000,5,2.25,2500,13500,3,7,1850,1979,2300,9750
405000,3,1.75,1670,6720,3,7,1140,1980,1670,7320
675000,5,2.25,2900,10300,3,8,1450,1985,2310,10300
500000,2,1,1640,14100,4,7,1140,1954,1520,13527
389999,4,2.5,1890,15770,4,7,1890,1968,2410,15256
630000,4,1.75,2950,9025,4,8,1780,1975,2120,9600
360000,4,2.5,2160,9528,3,9,2160,1992,2280,9937
580000,4,3,3280,11060,3,8,2270,1986,2320,11004
550000,3,2,1970,4166,5,8,1270,1929,2390,4166
879000,4,2.5,3360,22111,3,10,3360,1994,3150,11374
265000,3,2,1320,8959,3,7,1320,1993,1740,7316
446500,3,2.5,2650,7286,3,8,2650,1990,2400,7220
404000,3,1.5,2030,8880,3,7,1330,1963,2140,5592
267500,3,1.75,1590,11914,3,7,1090,1957,1630,9052
3.075e+006,4,5,4550,18641,3,10,2600,2002,4550,19508
335000,3,2.5,2440,7632,3,8,2440,1998,2510,7903
576000,3,2.5,1940,9000,4,7,970,1948,2190,7310
208633,3,2.5,2040,3810,3,8,2040,2006,2370,4590
315000,3,2.25,2200,8750,4,7,1120,1964,1460,10139
725000,3,1.75,1920,3300,4,8,960,1913,1740,4000
550000,4,2.75,1800,7750,4,8,1400,1965,1800,8275
610750,4,2.25,2180,7297,3,8,2180,1984,2250,9781
550700,2,1,1010,5000,4,6,1010,1908,1460,5000
665000,4,2.75,3320,10574,5,8,2220,1960,2720,8330
834000,4,2.5,2370,4000,5,8,1980,1928,2440,5750
201000,5,1.75,1660,78408,3,6,1660,1915,1660,78408
2.384e+006,5,2.5,3650,9050,5,10,3370,1921,2880,5400
1.384e+006,4,3.25,4290,12103,3,11,2690,1997,3860,11244
1.4e+006,4,3.25,4290,12103,3,11,2690,1997,3860,11244
305000,4,2.25,1950,7700,3,8,1350,1979,2150,7350
487000,3,2,2590,14052,5,8,1720,1948,1570,8162
390000,3,2.5,1930,64904,4,8,1930,1988,2350,57500
548000,2,1,1470,3864,4,7,1170,1916,1570,3864
268750,4,1,800,8775,3,6,800,1943,1310,8775
819900,5,2.75,3150,7119,3,9,3150,2013,1560,8384
520000,3,2.25,2030,16200,3,8,2030,1984,2660,17958
230000,3,2,1450,11204,3,7,1450,2003,1520,9518
240000,3,1.75,1510,10248,3,7,1510,1969,1510,9753
232000,2,1,1240,12092,3,6,960,1922,1820,7460
240500,2,1,1240,12092,3,6,960,1922,1820,7460
274975,3,2.5,3030,45004,3,9,3030,1987,3080,35781
740000,4,2,2050,4400,4,9,2050,1922,2320,5500
186375,3,1,1000,7636,2,7,1000,1952,1150,7600
790000,3,2.25,2370,10289,4,9,1590,1977,2500,10004
880000,4,3.5,2800,6750,3,9,1890,1951,2370,6120
279000,6,1.75,2240,11180,4,7,2240,1955,1590,7955
295000,3,2,1810,10530,3,8,1810,1991,1910,10450
640000,2,1,1070,5000,3,7,1070,1924,1710,5000
940000,4,2,2490,9525,5,9,2490,1968,2770,9525
260000,4,2.5,1960,5238,3,7,1960,2003,1800,5894
559900,3,2.75,2930,5569,3,9,1860,2004,2580,11045
791500,4,2,1510,3500,5,7,1510,1911,1820,3750
265000,3,1.75,1420,8250,3,7,1420,1954,1740,8000
245000,3,1.75,1740,11547,3,7,1740,1954,880,78408
485000,4,1.75,2560,43995,4,7,2560,1962,2560,14764
684000,4,3.5,3040,8414,3,9,2420,2010,3470,8066
425000,3,1.75,2500,6840,3,8,1300,1957,1580,8691
309600,4,1.75,1275,20000,4,6,1275,1991,1660,20000
552250,4,2.5,2580,5823,3,8,2580,2002,2380,5823
165000,4,1,1000,7134,3,6,1000,1943,1020,7138
239900,4,1,1000,7134,3,6,1000,1943,1020,7138
320000,2,1,1070,32633,4,6,1070,1930,1360,32156
206600,3,2,1390,13464,4,7,1390,1987,1720,12080
387000,4,1.75,2500,7690,3,7,1250,1973,2040,8646
299000,1,0.75,560,12120,3,4,560,1967,1300,19207
855000,4,2.75,2270,10460,3,9,2270,1965,2610,10180
315000,3,1,1900,14400,4,7,1300,1954,1940,14400
437500,2,1,990,3120,5,7,790,1907,1930,3120
252000,4,1.5,1550,19800,4,7,1050,1969,1640,22654
375000,4,1.75,2200,7475,5,7,1100,1955,1600,5766
300000,4,2.5,1910,4862,3,7,1910,2005,2010,5091
420000,4,1,1750,9600,4,7,1750,1954,1750,10530
900000,3,1,1330,77972,3,7,1330,1928,1340,17689
679900,3,2.5,2440,5750,3,9,1980,2000,1520,5750
463000,3,2.5,1640,29970,3,7,1640,1992,1580,28399
380000,5,2.5,2760,11340,4,9,2760,1978,2470,11340
329500,4,2.5,1820,7912,3,7,1820,1994,1820,8168
604950,3,2.5,2110,5608,3,8,1340,2013,2040,9363
795000,5,2.5,3040,9570,4,8,1640,1966,2920,8800
465000,3,2,1840,40438,3,7,1840,1994,1380,44049
673000,4,2.5,2990,10400,3,9,2990,2002,2140,17449
810000,4,2.5,3520,15420,3,10,3520,1991,3400,21455
785000,4,2.75,2440,69415,4,8,1910,1989,2770,24361
338000,4,3,2090,7500,3,7,1370,1986,1810,7650
280000,3,2.25,1430,7222,3,7,1430,1993,1430,7220
315000,4,2.25,2180,10754,5,7,1100,1954,1810,6929
530000,4,2.25,2180,10754,5,7,1100,1954,1810,6929
380000,5,3,3450,9914,3,9,3450,2004,2860,9721
297000,3,2.25,1450,7562,3,7,1450,1994,1650,7625
730000,4,2.5,3230,7331,3,10,3230,2004,3480,7447
450000,3,1.75,1640,13500,3,7,1110,1940,1770,12600
275000,3,3,1590,7750,3,7,1060,1997,1680,7500
595000,4,2,2020,2849,3,7,2020,1960,1910,3120
435000,3,1.5,1300,3348,3,7,1300,1904,1590,2577
270000,2,1.5,1380,209959,1,6,1380,1954,3130,19868
950000,3,3,4040,14338,3,10,3030,1986,3360,14142
389000,4,2.25,2130,5337,3,7,2130,2001,2300,6930
560000,4,2.25,2550,7800,3,8,1580,1968,2420,8050
1.35e+006,5,3.5,4800,14984,3,11,3480,1998,4050,19009
799000,4,2.25,2510,11585,4,8,2510,1969,2450,9691
365500,3,2,1410,9600,4,7,1410,1983,1410,9600
252350,3,2,1650,7352,3,7,1160,1979,1710,7350
403950,4,2.5,2120,13780,3,8,2120,1993,1880,12000
385000,4,1.5,2040,10726,3,7,1380,1954,1610,10020
345000,4,1,1550,7620,3,7,1550,1957,1450,7620
490000,3,2.75,1980,3128,4,9,1980,1979,1950,2856
330000,3,2.5,1600,26977,3,8,1600,2005,1790,27743
927000,4,2.75,3300,12090,3,8,3300,1953,3180,12239
1.118e+006,4,2.5,3840,16619,4,10,3840,1983,3600,16553
330000,2,1,1220,10000,5,7,1220,1950,2000,9600
530000,5,2.25,2720,8800,4,7,1500,1958,2110,8800
365000,4,2,1940,25600,1,8,1940,1962,2000,10071
378750,3,2.5,2160,3000,3,7,1260,1909,1060,3500
269900,4,1.75,1530,8750,4,7,1530,1968,1390,8750
557000,3,3.5,1710,2096,3,8,1290,2008,1630,1543
360000,4,1.75,3730,16980,4,7,2150,1974,1880,16963
352000,2,1,940,5000,4,7,940,1937,1560,4500
437000,3,2.5,1750,22357,3,8,1750,1994,2430,22357
322500,4,2.5,1820,6753,3,7,1820,1994,1820,7107
650000,3,3.25,1510,2000,3,9,1330,2001,1510,1352
450000,3,2,1290,1213,3,8,1290,2001,1290,3235
278500,3,2,1570,5250,3,7,1570,1998,1570,5250
364950,4,2.5,1930,6957,3,8,1930,1995,2090,6996
840000,4,3.5,2840,40139,4,10,2840,1986,3180,36852
268000,3,2.5,1550,8134,3,7,1550,1991,1550,8134
517534,2,1,833,143947,3,5,833,2006,1380,143947
632925,3,2.5,2990,32239,4,8,2990,1978,2990,36497
577500,3,2.5,2000,7251,3,9,2000,1995,2450,8118
339000,4,1.5,2390,7480,3,7,2390,1920,2850,6867
570000,3,1.75,2910,37461,4,7,1530,1967,2520,18295
563500,4,1.75,2085,174240,3,7,1610,1964,2690,174240
423000,4,2.25,2200,9351,5,7,1290,1962,1910,8660
355000,3,2.25,1860,5028,3,8,1860,2012,2320,5465
1.55e+006,5,4.25,6070,171626,3,12,6070,1999,4680,211267
482000,2,1,950,3960,3,7,950,1941,1320,4050
625000,3,1.75,1600,9135,5,7,1600,1955,1580,9800
538000,3,2.5,2250,11632,3,8,2250,1988,2360,11632
380000,3,2.5,2280,10255,4,8,2280,1985,2310,10094
375000,2,1,940,5120,3,7,940,1909,1300,5120
245000,3,2.5,1530,8500,5,7,1030,1996,1850,8140
310000,5,1.75,2190,27260,4,7,2190,1947,1620,39480
1.3e+006,3,2,2350,15021,4,8,1770,1976,3530,15715
397000,4,2,1440,7680,3,7,1200,1971,1460,9660
365000,3,2.5,2200,4052,3,8,2200,2005,2310,5082
328500,4,3,2290,8250,3,9,2290,1990,2290,8250
988000,4,3,4040,19700,3,11,4040,1987,3930,21887
1e+006,4,2.5,2610,3277,5,8,1920,1922,1810,3277
237000,3,2.5,1490,2138,3,7,1490,2005,1490,2094
525000,4,2.5,2450,5280,3,8,2450,2003,2300,4674
749000,4,2.5,1710,9627,3,9,1440,1976,2140,9131
722500,5,2.5,4870,11800,3,10,3470,1983,3180,11398
843000,3,2.5,3130,8750,3,10,3130,1991,2860,9003
438000,2,2,1270,1372,3,8,1270,2000,1610,3090
578000,3,1.75,2120,10875,3,8,1540,1977,2460,11760
227950,3,1.5,1670,8230,5,7,1670,1954,2077,4910
196000,3,2.25,2070,11576,3,7,2070,1974,1890,7519
641000,2,1,1420,5332,3,8,1070,1953,2400,5406
350000,3,1.5,1250,219978,4,6,1250,1980,1930,210394
205000,3,1,940,7980,4,7,940,1960,1150,8050
400000,3,1.75,1920,9102,3,7,1920,1968,1920,9760
1.03e+006,3,2.5,3545,9816,3,10,2610,2005,3630,7704
505000,3,2,1260,5460,3,7,1260,1972,1510,5460
475000,5,2.5,2340,7200,3,7,1300,1975,1930,7221
520000,3,2.25,2590,9263,5,8,1440,1977,2580,9450
1.45e+006,3,4.5,3970,24920,3,10,3260,1977,2610,13838
333500,3,1.75,1220,9732,3,7,1220,1965,1630,10007
232000,3,1,1400,10403,4,6,1400,1976,1230,10209
691100,3,2.75,2360,16117,4,8,1710,1983,2120,16117
811000,3,1.75,1870,9897,4,8,1870,1960,1900,10005
551000,3,2.5,2830,5802,3,9,2830,2001,2500,5788
496500,3,2.5,2260,3640,3,8,2260,1994,2350,3710
705000,3,3,1970,20978,4,9,1770,1980,2280,75396
578000,4,2.5,3140,9225,5,9,1770,1966,2460,9600
255000,3,1.75,1240,8659,5,7,1240,1986,1490,8223
